"date","state","fips","cases","deaths","r.cases","r.next_day.cases","next_day.cases","incremental.cases","rr.incremental.cases","r.incremental.cases","incremental.cases_contracted"
2020-05-22,"Puerto Rico",72,3030,126,3023.28571428571,3097.42857142857,3100,70,74.1428571428573,74.1428571428571,295
2020-05-22,"Rhode Island",44,13736,579,13670.8571428571,13850.7142857143,13952,216,179.857142857143,179.857142857143,0
2020-05-22,"South Carolina",45,9638,419,9631,9825.28571428571,9895,257,194.285714285714,194.285714285714,463
2020-05-22,"South Dakota",46,4356,50,4344.57142857143,4425.71428571429,4468,112,81.1428571428569,81.1428571428571,90
2020-05-22,"Tennessee",47,19364,315,19369,19748.8571428571,19765,401,379.857142857141,379.857142857143,560
2020-05-22,"Texas",48,54369,1498,54178.5714285714,55106.1428571429,55451,1082,927.571428571428,927.571428571429,1754
2020-05-22,"Utah",49,8057,93,8050.42857142857,8206.42857142857,8260,203,155.999999999999,156,522
2020-05-22,"Vermont",50,952,54,951.714285714286,955,954,2,3.28571428571433,3.28571428571429,19
2020-05-22,"Virgin Islands",78,69,6,69,69,69,0,0,0,0
2020-05-22,"Virginia",51,34950,1136,34837.1428571429,35865.2857142857,35749,799,1028.14285714286,1028.14285714286,865
2020-05-22,"Washington",53,20526,1061,20556.8571428571,20778.2857142857,20740,214,221.428571428572,221.428571428571,221
2020-05-22,"West Virginia",54,1705,72,1667.28571428571,1715.85714285714,1729,24,48.5714285714287,48.5714285714286,17
2020-05-22,"Wisconsin",55,14768,496,14649.2857142857,15069.4285714286,15196,428,420.142857142857,420.142857142857,274
2020-05-22,"Wyoming",56,803,12,805.142857142857,815.714285714286,813,10,10.5714285714286,10.5714285714286,6
2020-05-23,"Alabama",1,14149,549,14199.8571428571,14625.5714285714,14478,329,425.714285714286,425.714285714286,457
2020-05-23,"Alaska",2,409,8,407.714285714286,409.857142857143,409,0,2.14285714285711,2.14285714285714,9
2020-05-23,"Arizona",4,16040,799,15934.7142857143,16272.5714285714,16339,299,337.857142857143,337.857142857143,1407
2020-05-23,"Arkansas",5,5775,115,5711.28571428571,5893.28571428571,5922,147,182,182,325
2020-05-23,"California",6,92815,3768,92844.7142857143,95094.4285714286,94743,1928,2249.71428571428,2249.71428571429,2850
2020-05-23,"Colorado",8,23932,1327,23752.4285714286,24039,24140,208,286.571428571428,286.571428571429,153
2020-05-23,"Connecticut",9,40022,3675,40075.8571428571,40400.2857142857,40468,446,324.428571428572,324.428571428571,150
2020-05-23,"Delaware",10,8690,324,8662.71428571429,8791.57142857143,8809,119,128.857142857143,128.857142857143,97
2020-05-23,"District of Columbia",11,7966,427,7981,8103.14285714286,8110,144,122.142857142857,122.142857142857,63
2020-05-23,"Florida",12,50119,2232,50076.5714285714,50814.1428571429,50859,740,737.571428571428,737.571428571429,1180
2020-05-23,"Georgia",13,40408,1794,40248.8571428571,40899,40989,581,650.142857142855,650.142857142857,428
2020-05-23,"Guam",66,1134,6,1135,1135.85714285714,1135,1,0.85714285714289,0.857142857142857,0
2020-05-23,"Hawaii",15,633,17,633.428571428571,633.571428571429,633,0,0.14285714285711,0.142857142857143,2
2020-05-23,"Idaho",16,2626,79,2610.57142857143,2642.71428571429,2650,24,32.1428571428573,32.1428571428571,14
2020-05-23,"Illinois",17,108100,4817,107684.714285714,109670.285714286,110541,2441,1985.57142857142,1985.57142857143,819
2020-05-23,"Indiana",18,31674,1964,31570.5714285714,32035.7142857143,32151,477,465.142857142859,465.142857142857,400
2020-05-23,"Iowa",19,16898,446,16929.5714285714,17297.8571428571,17434,536,368.285714285714,368.285714285714,267
2020-05-23,"Kansas",20,9119,200,9054,9167.14285714286,9135,16,113.142857142857,113.142857142857,32
2020-05-23,"Kentucky",21,8812,399,8746.71428571429,8886.28571428571,8842,30,139.571428571428,139.571428571429,34
2020-05-23,"Louisiana",22,37165,2683,37105.7142857143,37570.7142857143,37293,128,465,465,330
2020-05-23,"Maine",23,2013,77,1985,2030.42857142857,2055,42,45.4285714285713,45.4285714285714,46
2020-05-23,"Maryland",24,45608,2243,45599.5714285714,46542.4285714286,46919,1311,942.857142857145,942.857142857143,494
2020-05-23,"Massachusetts",25,91662,6304,91606.2857142857,92356.2857142857,92675,1013,750,750,304
2020-05-23,"Michigan",26,54304,5223,54156.7142857143,54521.8571428571,54616,312,365.142857142862,365.142857142857,419
2020-05-23,"Minnesota",27,19854,861,19804.4285714286,20489.4285714286,20582,728,685,685,385
2020-05-23,"Mississippi",28,13005,616,12894.1428571429,13190.8571428571,13252,247,296.714285714286,296.714285714286,236
2020-05-23,"Missouri",29,11922,685,11961.8571428571,12121,12114,192,159.142857142857,159.142857142857,326
2020-05-23,"Montana",30,479,16,478.857142857143,479.285714285714,479,0,0.428571428571445,0.428571428571429,5
2020-05-23,"Nebraska",31,11988,150,11899.4285714286,12164.5714285714,12133,145,265.142857142859,265.142857142857,91
2020-05-23,"Nevada",32,7769,392,7701.28571428571,7822.57142857143,7886,117,121.285714285714,121.285714285714,179
2020-05-23,"New Hampshire",33,4089,208,4069,4128.71428571429,4149,60,59.7142857142853,59.7142857142857,24
2020-05-23,"New Jersey",34,153104,11081,153243.428571429,154133.285714286,154154,1050,889.85714285713,889.857142857143,271
2020-05-23,"New Mexico",35,6795,308,6761.28571428571,6891.85714285714,6943,148,130.571428571428,130.571428571429,140
2020-05-23,"New York",36,364745,28900,364417.714285714,365927.142857143,366346,1601,1509.42857142858,1509.42857142857,777
2020-05-23,"North Carolina",37,22731,763,22423.2857142857,23075.5714285714,23231,500,652.285714285714,652.285714285714,854
2020-05-23,"North Dakota",38,2365,52,2329,2378.57142857143,2418,53,49.5714285714284,49.5714285714286,45
2020-05-23,"Northern Mariana Islands",69,22,2,21.8571428571429,22,22,0,0.142857142857142,0.142857142857143,1
2020-05-23,"Ohio",39,31408,1956,31314.5714285714,31886.2857142857,31911,503,571.714285714286,571.714285714286,365
2020-05-23,"Oklahoma",40,5960,311,5897.85714285714,5997.42857142857,6037,77,99.5714285714284,99.5714285714286,91
2020-05-23,"Oregon",41,3888,147,3887.71428571429,3922,3927,39,34.2857142857142,34.2857142857143,137
2020-05-23,"Pennsylvania",42,71102,5121,70813.5714285714,71598.5714285714,71656,554,785,785,494
2020-05-23,"Puerto Rico",72,3100,127,3097.42857142857,3173.28571428571,3189,89,75.8571428571427,75.8571428571429,70
2020-05-23,"Rhode Island",44,13952,597,13850.7142857143,13993.1428571429,14065,113,142.428571428571,142.428571428571,0
2020-05-23,"South Carolina",45,9895,425,9825.28571428571,10032.1428571429,10096,201,206.857142857143,206.857142857143,370
2020-05-23,"South Dakota",46,4468,50,4425.71428571429,4501.85714285714,4563,95,76.1428571428578,76.1428571428571,71
2020-05-23,"Tennessee",47,19765,325,19748.8571428571,20152.5714285714,20116,351,403.714285714286,403.714285714286,452
2020-05-23,"Texas",48,55451,1522,55106.1428571429,56068.4285714286,56050,599,962.285714285717,962.285714285714,871
2020-05-23,"Utah",49,8260,97,8206.42857142857,8348.28571428571,8392,132,141.857142857143,141.857142857143,218
2020-05-23,"Vermont",50,954,54,955,958.857142857143,956,2,3.85714285714289,3.85714285714286,17
2020-05-23,"Virgin Islands",78,69,6,69,69,69,0,0,0,0
2020-05-23,"Virginia",51,35749,1159,35865.2857142857,36914,36244,495,1048.71428571428,1048.71428571429,1284
2020-05-23,"Washington",53,20740,1062,20778.2857142857,21023.2857142857,20989,249,245,245,297
2020-05-23,"West Virginia",54,1729,72,1715.85714285714,1763.28571428571,1771,42,47.4285714285713,47.4285714285714,8
2020-05-23,"Wisconsin",55,15196,507,15069.4285714286,15499,15573,377,429.571428571429,429.571428571429,249
2020-05-23,"Wyoming",56,813,12,815.714285714286,826.142857142857,813,0,10.4285714285714,10.4285714285714,8
2020-05-24,"Alabama",1,14478,551,14625.5714285714,15070.7142857143,14986,508,445.142857142857,445.142857142857,425
2020-05-24,"Alaska",2,409,8,409.857142857143,413.857142857143,412,3,4,4,19
2020-05-24,"Arizona",4,16339,800,16272.5714285714,16622.2857142857,16561,222,349.714285714284,349.714285714286,837
2020-05-24,"Arkansas",5,5922,116,5893.28571428571,6047.57142857143,6029,107,154.285714285714,154.285714285714,314
2020-05-24,"California",6,94743,3790,95094.4285714286,97320.5714285714,97017,2274,2226.14285714287,2226.14285714286,2290
2020-05-24,"Colorado",8,24140,1332,24039,24318.2857142857,24256,116,279.285714285714,279.285714285714,182
2020-05-24,"Connecticut",9,40468,3693,40400.2857142857,40736.1428571429,40873,405,335.857142857138,335.857142857143,124
2020-05-24,"Delaware",10,8809,326,8791.57142857143,8903.71428571429,8965,156,112.142857142857,112.142857142857,30
2020-05-24,"District of Columbia",11,8110,432,8103.14285714286,8203.71428571429,8225,115,100.571428571429,100.571428571429,57
2020-05-24,"Florida",12,50859,2236,50814.1428571429,51472.7142857143,51738,879,658.571428571428,658.571428571429,966
2020-05-24,"Georgia",13,40989,1799,40899,41526.7142857143,41414,425,627.714285714283,627.714285714286,624
2020-05-24,"Guam",66,1135,6,1135.85714285714,1136.85714285714,1135,0,1,1,1
2020-05-24,"Hawaii",15,633,17,633.571428571429,633.571428571429,633,0,0,0,1
2020-05-24,"Idaho",16,2650,79,2642.71428571429,2676.42857142857,2664,14,33.7142857142858,33.7142857142857,44
2020-05-24,"Illinois",17,110541,4884,109670.285714286,111546.428571429,112248,1707,1876.14285714286,1876.14285714286,1473
2020-05-24,"Indiana",18,32151,1976,32035.7142857143,32494.5714285714,32489,338,458.857142857141,458.857142857143,225
2020-05-24,"Iowa",19,17434,456,17297.8571428571,17655.2857142857,17628,194,357.428571428572,357.428571428571,317
2020-05-24,"Kansas",20,9135,200,9167.14285714286,9273.14285714286,9272,137,106,106,175
2020-05-24,"Kentucky",21,8842,399,8886.28571428571,9034.14285714286,8899,57,147.857142857143,147.857142857143,308
2020-05-24,"Louisiana",22,37293,2690,37570.7142857143,37896.4285714286,37916,623,325.71428571429,325.714285714286,236
2020-05-24,"Maine",23,2055,78,2030.42857142857,2075,2074,19,44.5714285714287,44.5714285714286,18
2020-05-24,"Maryland",24,46919,2277,46542.4285714286,47498,47754,835,955.571428571428,955.571428571429,431
2020-05-24,"Massachusetts",25,92675,6372,92356.2857142857,93043.5714285714,93271,596,687.285714285725,687.285714285714,190
2020-05-24,"Michigan",26,54616,5228,54521.8571428571,54875.5714285714,54816,200,353.714285714283,353.714285714286,296
2020-05-24,"Minnesota",27,20582,878,20489.4285714286,21167.7142857143,21324,742,678.285714285714,678.285714285714,338
2020-05-24,"Mississippi",28,13252,625,13190.8571428571,13498,13458,206,307.142857142857,307.142857142857,498
2020-05-24,"Missouri",29,12114,689,12121,12286.4285714286,12296,182,165.428571428571,165.428571428571,174
2020-05-24,"Montana",30,479,16,479.285714285714,480.142857142857,479,0,0.85714285714289,0.857142857142857,3
2020-05-24,"Nebraska",31,12133,153,12164.5714285714,12427,12354,221,262.428571428571,262.428571428571,118
2020-05-24,"Nevada",32,7886,394,7822.57142857143,7943,7959,73,120.428571428572,120.428571428571,142
2020-05-24,"New Hampshire",33,4149,209,4128.71428571429,4193.57142857143,4197,48,64.8571428571431,64.8571428571429,36
2020-05-24,"New Jersey",34,154154,11133,154133.285714286,155039.428571429,155092,938,906.14285714287,906.142857142857,333
2020-05-24,"New Mexico",35,6943,317,6891.85714285714,7019.28571428571,7026,83,127.428571428572,127.428571428571,122
2020-05-24,"New York",36,366346,29046,365927.142857143,367390.857142857,367625,1279,1463.71428571432,1463.71428571429,712
2020-05-24,"North Carolina",37,23231,771,23075.5714285714,23744.4285714286,23997,766,668.857142857145,668.857142857143,918
2020-05-24,"North Dakota",38,2418,53,2378.57142857143,2415,2457,39,36.4285714285716,36.4285714285714,19
2020-05-24,"Northern Mariana Islands",69,22,2,22,22,22,0,0,0,1
2020-05-24,"Ohio",39,31911,1969,31886.2857142857,32421.5714285714,32477,566,535.285714285714,535.285714285714,361
2020-05-24,"Oklahoma",40,6037,311,5997.42857142857,6081.71428571429,6090,53,84.2857142857138,84.2857142857143,55
2020-05-24,"Oregon",41,3927,148,3922,3960.57142857143,3949,22,38.5714285714284,38.5714285714286,118
2020-05-24,"Pennsylvania",42,71656,5145,71598.5714285714,72321.4285714286,72356,700,722.85714285713,722.857142857143,431
2020-05-24,"Puerto Rico",72,3189,127,3173.28571428571,3255.14285714286,3260,71,81.8571428571431,81.8571428571429,61
2020-05-24,"Rhode Island",44,14065,608,13993.1428571429,14125,14065,0,131.857142857143,131.857142857143,201
2020-05-24,"South Carolina",45,10096,435,10032.1428571429,10233.4285714286,10178,82,201.285714285714,201.285714285714,514
2020-05-24,"South Dakota",46,4563,50,4501.85714285714,4589.85714285714,4586,23,88,88,33
2020-05-24,"Tennessee",47,20116,332,20152.5714285714,20551.5714285714,20533,417,399,399,406
2020-05-24,"Texas",48,56050,1533,56068.4285714286,57122.5714285714,56490,440,1054.14285714286,1054.14285714286,1378
2020-05-24,"Utah",49,8392,97,8348.28571428571,8502.14285714286,8521,129,153.857142857143,153.857142857143,294
2020-05-24,"Vermont",50,956,54,958.857142857143,962.285714285714,962,6,3.42857142857144,3.42857142857143,12
2020-05-24,"Virgin Islands",78,69,6,69,69,69,0,0,0,0
2020-05-24,"Virginia",51,36244,1171,36914,37951.7142857143,37727,1483,1037.71428571428,1037.71428571429,570
2020-05-24,"Washington",53,20989,1069,21023.2857142857,21282,21265,276,258.714285714286,258.714285714286,529
2020-05-24,"West Virginia",54,1771,72,1763.28571428571,1810.71428571429,1782,11,47.4285714285716,47.4285714285714,17
2020-05-24,"Wisconsin",55,15573,510,15499,15971,15857,284,472,472,217
2020-05-24,"Wyoming",56,813,12,826.142857142857,836.857142857143,843,30,10.7142857142858,10.7142857142857,13
2020-05-25,"Alabama",1,14986,566,15070.7142857143,15550.8571428571,15650,664,480.142857142857,480.142857142857,497
2020-05-25,"Alaska",2,412,8,413.857142857143,418.428571428571,416,4,4.57142857142861,4.57142857142857,13
2020-05-25,"Arizona",4,16561,806,16622.2857142857,17030.4285714286,16783,222,408.142857142859,408.142857142857,635
2020-05-25,"Arkansas",5,6029,117,6047.57142857143,6214,6180,151,166.428571428572,166.428571428571,340
2020-05-25,"California",6,97017,3808,97320.5714285714,99640.8571428571,99924,2907,2320.28571428571,2320.28571428571,2958
2020-05-25,"Colorado",8,24256,1333,24318.2857142857,24624.8571428571,24553,297,306.571428571428,306.571428571429,164
2020-05-25,"Connecticut",9,40873,3742,40736.1428571429,41039.2857142857,41303,430,303.142857142862,303.142857142857,87
2020-05-25,"Delaware",10,8965,332,8903.71428571429,9004.71428571429,9066,101,101,101,48
2020-05-25,"District of Columbia",11,8225,440,8203.71428571429,8295.85714285714,8334,109,92.1428571428569,92.1428571428571,85
2020-05-25,"Florida",12,51738,2251,51472.7142857143,52193.5714285714,52247,509,720.857142857145,720.857142857143,1096
2020-05-25,"Georgia",13,41414,1820,41526.7142857143,42120.1428571429,42066,652,593.428571428572,593.428571428571,774
2020-05-25,"Guam",66,1135,6,1136.85714285714,1137.85714285714,1139,4,1,1,0
2020-05-25,"Hawaii",15,633,17,633.571428571429,634.571428571429,633,0,1,1,6
2020-05-25,"Idaho",16,2664,79,2676.42857142857,2706.28571428571,2699,35,29.8571428571427,29.8571428571429,29
2020-05-25,"Illinois",17,112248,4912,111546.428571429,113272.714285714,113486,1238,1726.28571428572,1726.28571428571,778
2020-05-25,"Indiana",18,32489,1984,32494.5714285714,32956.5714285714,32856,367,462,462,432
2020-05-25,"Iowa",19,17628,460,17655.2857142857,18013.7142857143,17999,371,358.428571428572,358.428571428571,160
2020-05-25,"Kansas",20,9272,201,9273.14285714286,9381.42857142857,9352,80,108.285714285714,108.285714285714,62
2020-05-25,"Kentucky",21,8899,403,9034.14285714286,9177,9175,276,142.857142857143,142.857142857143,190
2020-05-25,"Louisiana",22,37916,2690,37896.4285714286,38162,38252,336,265.571428571428,265.571428571429,562
2020-05-25,"Maine",23,2074,78,2075,2114.71428571429,2109,35,39.7142857142858,39.7142857142857,18
2020-05-25,"Maryland",24,47754,2302,47498,48511.1428571429,48290,536,1013.14285714286,1013.14285714286,519
2020-05-25,"Massachusetts",25,93271,6416,93043.5714285714,93704,93693,422,660.428571428565,660.428571428571,263
2020-05-25,"Michigan",26,54816,5240,54875.5714285714,55264.7142857143,55040,224,389.142857142855,389.142857142857,279
2020-05-25,"Minnesota",27,21324,890,21167.7142857143,21814.4285714286,21969,645,646.714285714286,646.714285714286,299
2020-05-25,"Mississippi",28,13458,635,13498,13807.4285714286,13731,273,309.428571428571,309.428571428571,341
2020-05-25,"Missouri",29,12296,694,12286.4285714286,12451,12437,141,164.571428571429,164.571428571429,237
2020-05-25,"Montana",30,479,16,480.142857142857,482.142857142857,479,0,2,2,6
2020-05-25,"Nebraska",31,12354,155,12427,12711.7142857143,12618,264,284.714285714286,284.714285714286,136
2020-05-25,"Nevada",32,7959,396,7943,8063.57142857143,8059,100,120.571428571428,120.571428571429,231
2020-05-25,"New Hampshire",33,4197,210,4193.57142857143,4261.85714285714,4231,34,68.2857142857147,68.2857142857143,53
2020-05-25,"New Jersey",34,155092,11144,155039.428571429,155914.428571429,155764,672,875,875,299
2020-05-25,"New Mexico",35,7026,320,7019.28571428571,7143.28571428571,7130,104,124,124,43
2020-05-25,"New York",36,367625,29138,367390.857142857,368836.142857143,368669,1044,1445.28571428568,1445.28571428571,690
2020-05-25,"North Carolina",37,23997,780,23744.4285714286,24469.2857142857,24188,191,724.857142857141,724.857142857143,812
2020-05-25,"North Dakota",38,2457,54,2415,2444.42857142857,2422,-35,29.4285714285716,29.4285714285714,21
2020-05-25,"Northern Mariana Islands",69,22,2,22,22,22,0,0,0,2
2020-05-25,"Ohio",39,32477,1987,32421.5714285714,32960.2857142857,33006,529,538.71428571429,538.714285714286,325
2020-05-25,"Oklahoma",40,6090,313,6081.71428571429,6151.57142857143,6137,47,69.8571428571431,69.8571428571429,158
2020-05-25,"Oregon",41,3949,148,3960.57142857143,3999,3968,19,38.4285714285716,38.4285714285714,100
2020-05-25,"Pennsylvania",42,72356,5159,72321.4285714286,73002.5714285714,72873,517,681.14285714287,681.142857142857,532
2020-05-25,"Puerto Rico",72,3260,129,3255.14285714286,3343.28571428571,3324,64,88.1428571428569,88.1428571428571,139
2020-05-25,"Rhode Island",44,14065,608,14125,14253.4285714286,14210,145,128.428571428571,128.428571428571,49
2020-05-25,"South Carolina",45,10178,440,10233.4285714286,10446.7142857143,10416,238,213.285714285716,213.285714285714,428
2020-05-25,"South Dakota",46,4586,50,4589.85714285714,4662.71428571429,4653,67,72.8571428571422,72.8571428571429,52
2020-05-25,"Tennessee",47,20533,334,20551.5714285714,20956.5714285714,20960,427,405,405,648
2020-05-25,"Texas",48,56490,1536,57122.5714285714,58223.1428571429,57573,1083,1100.57142857143,1100.57142857143,1945
2020-05-25,"Utah",49,8521,98,8502.14285714286,8677.14285714286,8622,101,175,175,261
2020-05-25,"Vermont",50,962,54,962.285714285714,965.571428571429,967,5,3.28571428571422,3.28571428571429,9
2020-05-25,"Virgin Islands",78,69,6,69,69,69,0,0,0,1
2020-05-25,"Virginia",51,37727,1208,37951.7142857143,39035,39342,1615,1083.28571428572,1083.28571428571,487
2020-05-25,"Washington",53,21265,1076,21282,21546.4285714286,21538,273,264.428571428572,264.428571428571,203
2020-05-25,"West Virginia",54,1782,73,1810.71428571429,1848.85714285714,1854,72,38.1428571428571,38.1428571428571,18
2020-05-25,"Wisconsin",55,15857,514,15971,16439.8571428571,16141,284,468.857142857141,468.857142857143,275
2020-05-25,"Wyoming",56,843,12,836.857142857143,849.428571428571,850,7,12.5714285714286,12.5714285714286,10
2020-05-26,"Alabama",1,15650,580,15550.8571428571,16009.4285714286,16032,382,458.571428571428,458.571428571429,567
2020-05-26,"Alaska",2,416,8,418.428571428571,423,417,1,4.57142857142856,4.57142857142857,22
2020-05-26,"Arizona",4,16783,807,17030.4285714286,17489.7142857143,17262,479,459.285714285714,459.285714285714,1585
2020-05-26,"Arkansas",5,6180,119,6214,6390.85714285714,6277,97,176.857142857143,176.857142857143,288
2020-05-26,"California",6,99924,3859,99640.8571428571,102110.142857143,101873,1949,2469.28571428571,2469.28571428571,2894
2020-05-26,"Colorado",8,24553,1352,24624.8571428571,24932.2857142857,24775,222,307.428571428572,307.428571428571,151
2020-05-26,"Connecticut",9,41303,3769,41039.2857142857,41325,41288,-15,285.714285714283,285.714285714286,168
2020-05-26,"Delaware",10,9066,335,9004.71428571429,9109.28571428571,9096,30,104.571428571428,104.571428571429,36
2020-05-26,"District of Columbia",11,8334,440,8295.85714285714,8403.14285714286,8406,72,107.285714285714,107.285714285714,63
2020-05-26,"Florida",12,52247,2258,52193.5714285714,52950.2857142857,52626,379,756.71428571429,756.714285714286,1371
2020-05-26,"Georgia",13,42066,1867,42120.1428571429,42681.2857142857,42713,647,561.142857142862,561.142857142857,696
2020-05-26,"Guam",66,1139,6,1137.85714285714,1138.85714285714,1140,1,1,1,0
2020-05-26,"Hawaii",15,633,17,634.571428571429,635.714285714286,634,1,1.14285714285711,1.14285714285714,3
2020-05-26,"Idaho",16,2699,81,2706.28571428571,2736.85714285714,2731,32,30.5714285714284,30.5714285714286,36
2020-05-26,"Illinois",17,113486,4960,113272.714285714,114871.285714286,114612,1126,1598.57142857142,1598.57142857143,568
2020-05-26,"Indiana",18,32856,2004,32956.5714285714,33440.8571428571,33242,386,484.285714285717,484.285714285714,312
2020-05-26,"Iowa",19,17999,480,18013.7142857143,18362,18446,447,348.285714285714,348.285714285714,462
2020-05-26,"Kansas",20,9352,204,9381.42857142857,9485.42857142857,9453,101,104,104,145
2020-05-26,"Kentucky",21,9175,407,9177,9330.57142857143,9313,138,153.571428571429,153.571428571429,138
2020-05-26,"Louisiana",22,38252,2701,38162,38521.5714285714,38694,442,359.571428571428,359.571428571429,418
2020-05-26,"Maine",23,2109,79,2114.71428571429,2153.14285714286,2137,28,38.4285714285716,38.4285714285714,31
2020-05-26,"Maryland",24,48290,2333,48511.1428571429,49518.8571428571,49042,752,1007.71428571429,1007.71428571429,571
2020-05-26,"Massachusetts",25,93693,6473,93704,94366.7142857143,94220,527,662.71428571429,662.714285714286,267
2020-05-26,"Michigan",26,55040,5266,55264.7142857143,55628.1428571429,55544,504,363.428571428572,363.428571428571,187
2020-05-26,"Minnesota",27,21969,908,21814.4285714286,22435.2857142857,22474,505,620.857142857141,620.857142857143,366
2020-05-26,"Mississippi",28,13731,652,13807.4285714286,14125.1428571429,14044,313,317.714285714286,317.714285714286,374
2020-05-26,"Missouri",29,12437,698,12451,12621.8571428571,12624,187,170.857142857143,170.857142857143,266
2020-05-26,"Montana",30,479,17,482.142857142857,485.857142857143,481,2,3.71428571428567,3.71428571428571,7
2020-05-26,"Nebraska",31,12618,160,12711.7142857143,12985.5714285714,12975,357,273.857142857143,273.857142857143,137
2020-05-26,"Nevada",32,8059,396,8063.57142857143,8170.71428571429,8150,91,107.142857142857,107.142857142857,170
2020-05-26,"New Hampshire",33,4231,214,4261.85714285714,4327,4286,55,65.1428571428569,65.1428571428571,46
2020-05-26,"New Jersey",34,155764,11191,155914.428571429,156843.571428571,156628,864,929.142857142841,929.142857142857,550
2020-05-26,"New Mexico",35,7130,325,7143.28571428571,7261.71428571429,7252,122,118.428571428571,118.428571428571,145
2020-05-26,"New York",36,368669,29241,368836.142857143,370225.571428571,369801,1132,1389.42857142858,1389.42857142857,664
2020-05-26,"North Carolina",37,24188,789,24469.2857142857,25187.8571428571,24787,599,718.571428571428,718.571428571429,912
2020-05-26,"North Dakota",38,2422,54,2444.42857142857,2471.85714285714,2442,20,27.4285714285711,27.4285714285714,40
2020-05-26,"Northern Mariana Islands",69,22,2,22,22,22,0,0,0,0
2020-05-26,"Ohio",39,33006,2002,32960.2857142857,33478.2857142857,33439,433,518,518,413
2020-05-26,"Oklahoma",40,6137,318,6151.57142857143,6217,6229,92,65.4285714285716,65.4285714285714,116
2020-05-26,"Oregon",41,3968,148,3999,4041.42857142857,4041,73,42.4285714285716,42.4285714285714,72
2020-05-26,"Pennsylvania",42,72873,5175,73002.5714285714,73672.1428571429,73646,773,669.57142857142,669.571428571429,446
2020-05-26,"Puerto Rico",72,3324,129,3343.28571428571,3431.57142857143,3397,73,88.2857142857142,88.2857142857143,144
2020-05-26,"Rhode Island",44,14210,634,14253.4285714286,14377.2857142857,14353,143,123.857142857143,123.857142857143,65
2020-05-26,"South Carolina",45,10416,446,10446.7142857143,10660.8571428571,10623,207,214.142857142857,214.142857142857,531
2020-05-26,"South Dakota",46,4653,50,4662.71428571429,4733,4710,57,70.2857142857147,70.2857142857143,81
2020-05-26,"Tennessee",47,20960,339,20956.5714285714,21372.4285714286,21360,400,415.857142857145,415.857142857143,514
2020-05-26,"Texas",48,57573,1552,58223.1428571429,59358.1428571429,59105,1532,1135,1135,2500
2020-05-26,"Utah",49,8622,101,8677.14285714286,8861.57142857143,8710,88,184.428571428572,184.428571428571,343
2020-05-26,"Vermont",50,967,54,965.571428571429,968.857142857143,971,4,3.28571428571433,3.28571428571429,11
2020-05-26,"Virgin Islands",78,69,6,69,69.1428571428571,69,0,0.142857142857139,0.142857142857143,0
2020-05-26,"Virginia",51,39342,1236,39035,40158.1428571429,40249,907,1123.14285714286,1123.14285714286,439
2020-05-26,"Washington",53,21538,1091,21546.4285714286,21814.7142857143,21825,287,268.285714285714,268.285714285714,144
2020-05-26,"West Virginia",54,1854,74,1848.85714285714,1886,1899,45,37.1428571428571,37.1428571428571,14
2020-05-26,"Wisconsin",55,16141,517,16439.8571428571,16914,16786,645,474.142857142859,474.142857142857,2353
2020-05-26,"Wyoming",56,850,13,849.428571428571,861.571428571429,860,10,12.1428571428571,12.1428571428571,10
2020-05-27,"Alabama",1,16032,583,16009.4285714286,16505.7142857143,16530,498,496.285714285716,496.285714285714,856
2020-05-27,"Alaska",2,417,8,423,431.571428571429,430,13,8.57142857142856,8.57142857142857,24
2020-05-27,"Arizona",4,17262,831,17489.7142857143,18003.5714285714,17763,501,513.857142857141,513.857142857143,1544
2020-05-27,"Arkansas",5,6277,120,6390.85714285714,6581,6538,261,190.142857142857,190.142857142857,448
2020-05-27,"California",6,101873,3961,102110.142857143,104734.571428571,104071,2198,2624.42857142858,2624.42857142857,3570
2020-05-27,"Colorado",8,24775,1393,24932.2857142857,25250,25116,341,317.714285714286,317.714285714286,148
2020-05-27,"Connecticut",9,41288,3803,41325,41572.5714285714,41559,271,247.571428571428,247.571428571429,114
2020-05-27,"Delaware",10,9096,344,9109.28571428571,9207.71428571429,9171,75,98.4285714285725,98.4285714285714,50
2020-05-27,"District of Columbia",11,8406,445,8403.14285714286,8501.85714285714,8492,86,98.7142857142862,98.7142857142857,52
2020-05-27,"Florida",12,52626,2318,52950.2857142857,53706.8571428571,53277,651,756.571428571428,756.571428571429,1698
2020-05-27,"Georgia",13,42713,1904,42681.2857142857,43261.5714285714,43363,650,580.28571428571,580.285714285714,867
2020-05-27,"Guam",66,1140,6,1138.85714285714,1140.14285714286,1141,1,1.28571428571422,1.28571428571429,3
2020-05-27,"Hawaii",15,634,17,635.714285714286,637,637,3,1.28571428571433,1.28571428571429,7
2020-05-27,"Idaho",16,2731,82,2736.85714285714,2766.14285714286,2770,39,29.2857142857147,29.2857142857143,41
2020-05-27,"Illinois",17,114612,5118,114871.285714286,116306.571428571,116128,1516,1435.28571428572,1435.28571428571,842
2020-05-27,"Indiana",18,33242,2030,33440.8571428571,33909.1428571429,33885,643,468.28571428571,468.285714285714,417
2020-05-27,"Iowa",19,18446,496,18362,18674.4285714286,18672,226,312.428571428572,312.428571428571,370
2020-05-27,"Kansas",20,9453,207,9485.42857142857,9591.57142857143,9513,60,106.142857142859,106.142857142857,53
